Zones	2 	3 	4 	5 	6 	7 	8
92	110.43	132.89	161.52	227.77	364.37	418.49	435.91
93	111.67	133.16	165.81	228.04	364.64	419.81	437.30
94	113.34	135.36	166.24	228.31	364.91	420.08	437.57
95	113.61	135.63	166.51	228.58	366.02	420.35	437.84
96	116.31	135.90	169.18	232.84	388.19	420.86	440.54
97	116.58	136.17	169.45	233.27	390.41	430.88	440.81
98	116.85	136.44	169.72	233.54	391.14	431.89	441.08
99	117.12	136.73	170.21	236.40	405.65	442.40	442.41
100	120.00	137.00	180.00	260.00	421.00	447.00	469.00
101	121.20	138.37	181.80	262.60	425.21	451.47	473.69
102	122.40	139.74	183.60	265.20	429.42	455.94	478.38
103	123.60	141.11	185.40	267.80	433.63	460.41	483.07
104	124.80	142.48	187.20	270.40	437.84	464.88	487.76
105	126.00	143.85	189.00	273.00	442.05	469.35	492.45
106	127.20	145.22	190.80	275.60	446.26	473.82	497.14
107	128.40	146.59	192.60	278.20	450.47	478.29	501.83
108	129.60	147.96	194.40	280.80	454.68	482.76	506.52
109	130.80	149.33	196.20	283.40	458.89	487.23	511.21
110	132.00	150.70	198.00	286.00	463.10	491.70	515.90
111	133.20	152.07	199.80	288.60	467.31	496.17	520.59
112	134.40	153.44	201.60	291.20	471.52	500.64	525.28
113	135.60	154.81	203.40	293.80	475.73	505.11	529.97
114	136.80	156.18	205.20	296.40	479.94	509.58	534.66
115	138.00	157.55	207.00	299.00	484.15	514.05	539.35
116	139.20	158.92	208.80	301.60	488.36	518.52	544.04
117	140.40	160.29	210.60	304.20	492.57	522.99	548.73
118	141.60	161.66	212.40	306.80	496.78	527.46	553.42
119	142.80	163.03	214.20	309.40	500.99	531.93	558.11
120	144.00	164.40	216.00	312.00	505.20	536.40	562.80
121	145.20	165.77	217.80	314.60	509.41	540.87	567.49
122	146.40	167.14	219.60	317.20	513.62	545.34	572.18
123	147.60	168.51	221.40	319.80	517.83	549.81	576.87
124	148.80	169.88	223.20	322.40	522.04	554.28	581.56
125	150.00	171.25	225.00	325.00	526.25	558.75	586.25
126	151.20	172.62	226.80	327.60	530.46	563.22	590.94
127	152.40	173.99	228.60	330.20	534.67	567.69	595.63
128	153.60	175.36	230.40	332.80	538.88	572.16	600.32
129	154.80	176.73	232.20	335.40	543.09	576.63	605.01
130	156.00	178.10	234.00	338.00	547.30	581.10	609.70
131	157.20	179.47	235.80	340.60	551.51	585.57	614.39
132	158.40	180.84	237.60	343.20	555.72	590.04	619.08
133	159.60	182.21	239.40	345.80	559.93	594.51	623.77
134	160.80	183.58	241.20	348.40	564.14	598.98	628.46
135	162.00	184.95	243.00	351.00	568.35	603.45	633.15
136	163.20	186.32	244.80	353.60	572.56	607.92	637.84
137	164.40	187.69	246.60	356.20	576.77	612.39	642.53
138	165.60	189.06	248.40	358.80	580.98	616.86	647.22
139	166.80	190.43	250.20	361.40	585.19	621.33	651.91
140	168.00	191.80	252.00	364.00	589.40	625.80	656.60
141	169.20	193.17	253.80	366.60	593.61	630.27	661.29
142	170.40	194.54	255.60	369.20	597.82	634.74	665.98
143	171.60	195.91	257.40	371.80	602.03	639.21	670.67
144	172.80	197.28	259.20	374.40	606.24	643.68	675.36
145	174.00	198.65	261.00	377.00	610.45	648.15	680.05
146	175.20	200.02	262.80	379.60	614.66	652.62	684.74
147	176.40	201.39	264.60	382.20	618.87	657.09	689.43
148	177.60	202.76	266.40	384.80	623.08	661.56	694.12
149	178.80	204.13	268.20	387.40	627.29	666.03	698.81
150	180.00	205.50	270.00	390.00	631.50	670.50	703.50
